Intervalo de Datas: 01/05/2020 00:00:00 a 18/05/2020 23:59:59,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4930 - Av. João de Oliveira Remião defronte nro 702 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
LOM4AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
LOM4BP,Faixa 2 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
21:00:00 - 21:59:59,600.10,550.12,996.11,606.96,566.96,538.62,618.94,800.93,700.13,"1,044.47",542.14,496.46,532.47,587.43,768.28,595.10,880.12,592.30,"12,017.64"
22:00:00 - 22:59:59,387.30,398.45,652.30,368.97,359.79,399.13,402.79,491.26,487.12,675.46,392.31,342.96,388.98,409.11,470.65,430.96,576.97,391.81,"8,026.32"
23:00:00 - 23:59:59,279.96,287.97,380.15,224.83,201.98,267.30,274.97,370.47,382.97,401.64,258.65,250.15,255.48,309.26,344.97,373.95,332.81,287.82,"5,485.33"
Total,"19,624.07","22,947.52","22,884.09","38,918.40","38,704.20","39,598.69","40,457.05","41,911.99","29,290.01","26,918.14","40,431.66","37,897.50","38,823.42","40,755.26","41,472.35","27,426.60","23,126.58","41,253.73","612,441.26"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4956 - Av. Da Legalidade e da Democracia Km 1 - C/I  - C/I,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
LEG2AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
LEG2BP,Faixa 2 central,,,,,,,,,,,,,,,,,,
LEG2CP,Faixa 3 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,277.28,214.82,268.13,166.97,177.31,189.45,194.14,209.64,279.11,266.61,212.13,184.47,178.16,155.47,247.12,274.29,289.46,159.48,"3,944.04"
01:00:00 - 01:59:59,183.81,147.65,138.82,100.66,100.33,108.99,127.32,120.66,187.32,185.48,94.32,101.32,103.49,0.00,107.49,172.48,167.81,111.49,"2,259.44"
02:00:00 - 02:59:59,130.98,93.65,98.33,57.99,64.50,73.00,67.15,83.48,104.49,100.98,96.16,64.16,79.83,0.00,75.32,129.66,110.33,77.48,"1,507.49"
03:00:00 - 03:59:59,127.32,73.49,79.66,87.00,52.50,69.66,71.33,57.16,111.16,96.66,88.49,51.50,51.50,0.00,58.00,83.66,107.31,82.50,"1,348.90"
04:00:00 - 04:59:59,114.99,82.99,85.83,161.32,91.33,95.66,111.66,93.16,87.99,89.83,156.49,77.83,82.83,74.83,98.16,144.33,99.50,164.15,"1,912.88"
05:00:00 - 05:59:59,254.82,162.48,110.49,370.97,261.45,274.65,260.63,297.15,258.32,136.50,362.46,257.65,247.15,299.31,291.81,205.16,148.66,346.65,"4,546.31"
06:00:00 - 06:59:59,728.55,657.25,498.25,"1,491.85","1,309.71","1,248.88","1,355.87","1,273.87",815.56,532.12,"1,379.70","1,231.77","1,214.74","1,291.07","1,199.87",805.26,524.43,"1,404.67","18,963.42"
07:00:00 - 07:59:59,"1,289.76","1,263.61",845.82,"3,371.30","3,125.00","3,169.36","3,180.97","3,098.84","1,549.27","1,014.51","3,396.99","3,103.31","3,176.31","3,227.56","3,127.27","1,455.96",858.32,"3,449.60","43,703.76"
08:00:00 - 08:59:59,"1,230.16","1,194.69",637.70,"2,542.95","2,583.65","2,772.63","2,801.08","2,687.94","1,694.33",865.24,"2,819.41","2,782.53","2,672.98","2,925.96","2,619.13","1,614.01",764.71,"2,935.73","38,144.83"
09:00:00 - 09:59:59,"1,575.54","1,484.48",679.52,"2,355.94","2,444.61","2,463.10","2,408.89","2,684.79","2,143.72","1,297.70","2,434.48","2,374.89","2,468.18","2,634.59","2,655.25","1,959.86",874.06,"2,582.93","37,522.53"
10:00:00 - 10:59:59,"1,770.31","1,852.82",953.36,"2,467.01","2,481.08","2,517.34","2,620.72","2,786.66","2,612.07","1,942.78","2,569.89","2,457.85","2,473.11","2,721.18","2,797.69","2,214.35","1,184.33","2,646.04","41,068.59"
11:00:00 - 11:59:59,"1,744.62","1,898.72","1,079.68","2,571.48","2,693.69","2,702.88","2,892.93","2,945.93","2,566.17","2,128.96","2,604.47","2,545.31","2,701.24","2,868.12","2,963.06","2,396.12","1,365.84","2,754.26","43,423.48"
12:00:00 - 12:59:59,"1,447.85","1,761.42","1,020.02","2,554.13","2,594.18","2,678.32","2,737.65","3,163.96","2,449.19","1,590.03","2,604.12","2,684.62","2,677.11","2,796.83","3,157.89","2,382.36","1,298.70","2,653.82","42,252.20"
13:00:00 - 13:59:59,"1,445.66","1,933.71","1,063.36","2,664.64","2,817.65","2,750.15","2,984.00","3,154.96","2,432.64","1,192.69","2,785.98","2,631.77","2,779.09","2,979.78","3,238.08","2,401.50","1,205.36","2,702.38","43,163.40"
14:00:00 - 14:59:59,"1,506.94","1,730.59","1,074.36","2,897.01","2,925.12","2,953.39","3,142.86","3,451.56","2,325.83","1,109.37","2,951.03","2,680.62","2,942.04","3,123.09","3,368.21","2,176.84","1,215.82","2,985.42","44,560.10"
15:00:00 - 15:59:59,"1,557.78","1,768.26","1,333.83","3,062.31","3,172.08","3,267.83","3,411.41","3,846.81","2,393.97","1,662.96","3,218.82","3,003.72","3,287.48","3,546.64","3,923.92","2,241.51","1,492.58","3,234.81","49,426.72"
16:00:00 - 16:59:59,"1,627.10","1,763.37","1,453.98","3,561.31","3,577.06","3,838.32","4,018.89","4,462.71","2,288.15","1,860.94","3,732.59","3,549.77","3,706.00","3,853.30","4,454.86","2,171.13","1,590.21","3,776.60","55,286.29"
17:00:00 - 17:59:59,"1,608.95","1,808.25","1,647.08","4,047.44","4,086.86","4,252.57","4,407.83","4,510.30","2,291.73","2,056.25","4,216.28","4,034.72","4,208.03","4,585.21","4,536.94","2,157.36","1,922.05","4,359.43","60,737.28"
18:00:00 - 18:59:59,"1,771.72","1,703.71","1,992.47","2,747.96","3,488.03","3,481.78","3,671.46","4,062.94","2,200.32","2,247.74","3,404.69","3,285.10","3,552.85","3,750.49","4,034.82","2,044.90","2,244.91","3,516.95","53,202.84"
19:00:00 - 19:59:59,"1,553.08","1,495.28","1,468.29","2,015.97","2,047.35","2,149.66","2,298.94","2,660.32","1,823.07","1,910.61","1,933.22","2,005.11","2,136.21","2,267.49","2,674.08","1,729.60","1,808.44","2,086.29","36,063.01"
20:00:00 - 20:59:59,853.25,804.36,"1,022.40","1,015.89","1,173.04","1,143.56","1,223.36","1,503.98","1,115.52","1,150.56","1,007.06",984.76,"1,134.74","1,223.01","1,555.17","1,013.73","1,018.91","1,085.86","20,029.16"
21:00:00 - 21:59:59,604.79,532.10,640.78,638.26,664.43,716.56,675.06,929.25,739.57,787.59,646.75,581.48,688.23,684.78,966.25,646.24,673.75,677.77,"12,493.64"
22:00:00 - 22:59:59,435.61,416.78,424.44,423.27,433.26,518.93,536.03,698.89,531.76,507.27,451.27,432.95,492.62,538.20,642.24,456.27,474.44,471.25,"8,885.48"
23:00:00 - 23:59:59,311.96,345.45,291.61,307.11,338.62,352.41,369.96,462.93,418.42,354.96,320.29,309.29,351.61,381.55,480.10,381.76,297.28,291.12,"6,366.43"
Total,"24,152.83","25,189.93","18,908.21","41,680.74","42,702.84","43,789.08","45,570.14","49,247.89","33,419.68","25,088.34","43,487.09","41,416.50","43,405.53","45,928.46","49,272.73","31,258.34","21,737.21","44,556.68","670,812.22"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4957 - Av João de Oliveira Remião 5740 - B/C,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
LOM3EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
LOM3FP,Faixa 2 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,116.31,87.47,130.64,53.99,62.99,83.82,75.82,87.82,119.15,162.63,81.32,58.33,63.00,85.50,78.33,111.48,158.32,67.83,"1,684.75"
01:00:00 - 01:59:59,63.48,71.83,76.98,47.99,39.65,35.49,56.32,32.50,77.15,105.15,48.50,20.00,36.16,39.50,35.00,66.99,85.66,40.83,979.18
02:00:00 - 02:59:59,44.66,50.33,36.33,24.50,19.83,17.83,24.99,24.16,45.66,56.50,33.83,16.33,20.50,20.33,22.33,34.32,54.32,19.50,566.25
03:00:00 - 03:59:59,45.33,44.16,42.66,17.50,17.50,14.50,19.83,19.50,40.82,47.16,21.16,18.50,16.83,21.33,21.66,35.83,43.33,22.50,510.10
04:00:00 - 04:59:59,39.33,31.00,36.32,32.99,35.33,38.33,35.16,44.49,31.83,45.66,37.16,26.33,29.66,28.83,27.33,37.16,44.00,33.00,633.91
05:00:00 - 05:59:59,71.16,92.16,56.16,124.48,121.98,124.64,130.65,144.98,95.49,78.65,124.65,129.98,137.32,135.33,126.82,94.66,72.99,138.99,"2,001.09"
06:00:00 - 06:59:59,224.31,235.15,161.49,486.29,465.97,439.44,447.76,471.79,256.65,165.98,460.78,491.44,462.29,437.78,430.96,254.32,171.31,468.30,"6,532.01"
07:00:00 - 07:59:59,222.49,322.82,135.81,613.75,639.94,609.78,638.10,636.40,373.97,166.49,652.77,608.79,618.46,638.95,645.43,371.15,132.99,671.96,"8,700.05"
08:00:00 - 08:59:59,258.15,365.47,150.48,556.41,531.11,555.61,505.78,601.41,448.61,212.30,541.25,508.11,565.45,570.95,534.58,395.46,163.48,622.92,"8,087.53"
09:00:00 - 09:59:59,276.97,392.47,230.30,445.79,455.89,480.61,504.61,484.63,479.79,375.30,459.44,432.44,469.95,456.78,491.93,395.11,229.47,479.29,"7,540.77"
10:00:00 - 10:59:59,389.98,446.45,303.13,483.27,492.07,466.27,437.96,495.59,536.77,597.10,441.12,451.78,399.58,437.60,474.79,480.11,294.31,438.14,"8,066.02"
11:00:00 - 11:59:59,405.45,485.78,360.11,415.60,446.25,472.08,485.09,536.26,534.07,705.60,438.42,453.76,455.75,436.26,489.28,503.06,395.27,429.09,"8,447.18"
12:00:00 - 12:59:59,389.14,448.29,303.76,391.43,453.28,480.96,473.11,516.77,503.26,505.93,417.56,454.27,434.62,430.29,447.08,439.91,406.27,429.09,"7,925.02"
13:00:00 - 13:59:59,336.63,401.48,248.29,509.59,446.89,520.44,472.76,541.27,540.09,346.61,470.91,468.61,489.46,458.27,485.44,426.91,328.12,464.56,"7,956.33"
14:00:00 - 14:59:59,367.78,508.29,286.27,524.28,506.10,522.58,516.11,569.25,538.89,321.78,532.38,484.12,478.57,514.93,557.60,465.77,332.13,534.56,"8,561.39"
15:00:00 - 15:59:59,412.13,491.45,414.75,507.44,516.74,512.09,539.07,653.41,632.03,499.25,528.76,515.60,504.25,510.57,537.24,536.25,385.12,541.89,"9,238.04"
16:00:00 - 16:59:59,429.11,560.77,447.10,558.76,476.26,527.27,583.91,606.09,422.76,577.11,521.41,491.59,552.42,529.72,564.08,546.92,470.79,531.10,"9,397.17"
17:00:00 - 17:59:59,537.61,573.12,470.92,547.53,500.04,551.27,607.73,621.08,5.33,687.91,598.09,544.09,483.07,556.42,578.25,624.44,544.41,546.76,"9,578.07"
18:00:00 - 18:59:59,548.07,547.91,515.73,525.40,540.40,536.25,562.35,632.09,678.17,807.81,553.57,524.61,484.41,555.77,595.42,640.74,607.43,586.35,"10,442.48"
19:00:00 - 19:59:59,438.43,455.94,379.43,401.75,421.26,442.07,475.12,578.55,550.06,556.72,416.77,364.43,408.59,433.09,508.88,500.91,421.62,417.92,"8,171.54"
20:00:00 - 20:59:59,311.12,320.28,287.77,281.29,323.44,301.27,356.23,383.75,448.94,411.12,296.62,268.13,271.14,292.62,373.27,357.79,321.63,296.59,"5,903.00"
21:00:00 - 21:59:59,231.97,239.96,183.80,233.77,212.97,217.47,232.47,312.78,300.79,252.63,191.15,185.30,215.32,213.31,262.76,280.78,211.46,215.48,"4,194.17"
22:00:00 - 22:59:59,173.47,200.13,143.64,155.49,154.98,156.81,171.65,203.79,210.95,191.31,121.80,128.98,135.62,141.48,175.79,209.13,163.65,161.99,"3,000.66"
23:00:00 - 23:59:59,137.15,139.82,105.32,98.14,78.66,111.82,98.63,140.98,162.15,131.65,98.49,93.49,102.65,88.48,138.81,160.98,100.99,123.31,"2,111.52"
Total,"6,470.23","7,512.53","5,507.19","8,037.43","7,959.53","8,218.70","8,451.21","9,339.34","8,033.38","8,008.35","8,087.91","7,739.01","7,835.07","8,034.09","8,603.06","7,970.18","6,139.07","8,281.95","140,228.23"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4957 - Av João de Oliveira Remião 5989 - C/B,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
LOM3AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
LOM3BP,Faixa 2 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,140.73,119.06,146.42,68.43,68.29,91.73,104.76,125.73,138.06,159.71,112.77,74.96,79.59,98.43,95.11,125.59,162.19,81.42,"1,992.98"
01:00:00 - 01:59:59,79.14,79.46,83.45,53.31,41.82,43.97,44.80,57.97,87.46,110.29,58.32,32.99,36.82,56.48,58.31,84.75,106.77,54.14,"1,170.25"
02:00:00 - 02:59:59,59.97,55.96,47.64,24.32,25.14,20.66,48.13,27.65,42.63,66.14,39.80,28.49,27.66,25.15,25.32,48.82,58.97,20.82,693.27
03:00:00 - 03:59:59,47.65,48.98,36.66,16.66,15.16,10.66,13.66,18.32,39.65,48.64,21.15,15.33,21.16,19.81,17.00,28.32,57.99,12.66,489.46
04:00:00 - 04:59:59,32.16,36.65,34.16,19.49,30.99,29.66,42.98,30.98,39.31,35.65,36.48,36.15,38.48,34.15,33.82,34.66,34.65,32.98,613.40
05:00:00 - 05:59:59,50.65,47.65,59.49,71.99,92.15,87.15,93.32,87.82,56.83,51.66,79.16,78.49,94.83,69.49,89.33,67.49,72.81,75.64,"1,325.95"
06:00:00 - 06:59:59,102.61,128.64,83.81,166.13,172.97,169.30,177.96,154.29,119.48,85.80,169.63,152.48,168.13,169.30,175.14,96.80,93.48,190.63,"2,576.58"
07:00:00 - 07:59:59,259.55,269.56,196.55,381.04,415.03,400.21,385.02,387.20,306.19,199.76,387.16,352.41,407.22,357.38,393.04,279.05,200.88,392.22,"5,969.47"
08:00:00 - 08:59:59,291.60,354.58,217.61,388.06,402.24,360.76,404.38,401.08,367.91,252.45,439.05,412.44,393.74,420.75,433.06,349.60,234.79,408.55,"6,532.65"
09:00:00 - 09:59:59,321.74,385.25,252.26,430.75,443.40,431.86,463.70,454.89,481.17,437.70,403.74,441.41,380.91,434.03,407.56,385.70,260.11,468.03,"7,284.21"
10:00:00 - 10:59:59,415.89,520.85,338.55,455.23,489.92,458.54,473.17,487.36,568.66,680.95,462.98,476.71,440.56,493.19,502.54,475.55,441.41,442.21,"8,624.27"
11:00:00 - 11:59:59,472.18,573.30,382.18,534.01,526.99,504.52,457.30,594.34,615.09,759.43,467.64,440.54,476.86,467.82,489.86,541.80,476.35,485.02,"9,265.23"
12:00:00 - 12:59:59,426.50,507.58,388.02,422.79,469.15,430.80,472.99,512.78,603.03,626.72,432.83,461.39,448.13,492.60,449.14,627.25,447.19,518.30,"8,737.19"
13:00:00 - 13:59:59,405.36,525.43,293.38,430.49,451.66,512.33,470.01,504.12,629.41,422.36,500.76,443.71,437.64,465.17,454.64,543.15,358.36,456.54,"8,304.52"
14:00:00 - 14:59:59,407.71,516.99,316.25,539.62,504.45,598.45,576.64,607.97,657.41,340.71,566.29,520.55,526.34,528.16,605.33,595.96,334.23,490.65,"9,233.71"
15:00:00 - 15:59:59,429.16,599.62,363.21,608.41,560.42,578.07,595.57,665.43,713.22,445.30,590.24,618.20,637.10,577.54,639.58,641.75,360.36,603.28,"10,226.46"
16:00:00 - 16:59:59,474.16,585.01,367.38,713.87,656.28,688.56,726.47,777.51,478.29,521.12,750.84,645.17,665.29,719.01,728.57,640.56,410.34,719.87,"11,268.30"
17:00:00 - 17:59:59,503.82,602.11,416.72,761.78,749.67,760.69,810.56,846.30,6.00,613.33,769.34,697.62,740.04,765.35,824.50,634.61,478.54,793.49,"11,774.47"
18:00:00 - 18:59:59,569.29,605.62,479.98,816.32,726.37,814.82,844.97,886.90,728.28,631.98,813.51,773.76,800.06,854.87,926.99,614.96,488.98,871.63,"13,249.29"
19:00:00 - 19:59:59,499.61,537.72,453.05,583.85,758.86,669.34,642.79,776.81,723.74,597.94,595.80,551.78,583.36,641.88,713.52,604.43,482.47,640.07,"11,057.02"
20:00:00 - 20:59:59,390.82,419.30,359.67,380.29,441.14,441.43,492.63,561.28,547.77,458.82,363.06,389.98,378.80,412.45,494.96,464.92,369.15,408.61,"7,775.08"
21:00:00 - 21:59:59,294.51,282.13,199.39,266.88,222.16,264.66,265.66,394.58,361.83,298.06,227.88,242.70,269.83,264.81,336.45,347.75,259.86,262.53,"5,061.67"
22:00:00 - 22:59:59,202.38,222.69,160.58,192.72,168.55,209.00,202.19,278.30,288.46,236.07,163.75,159.04,182.70,199.02,210.37,243.00,185.03,185.39,"3,689.24"
23:00:00 - 23:59:59,154.38,156.07,135.41,105.96,111.72,117.73,127.92,208.37,208.54,161.75,114.61,121.42,135.78,100.92,166.71,184.69,124.74,142.75,"2,579.47"
Total,"7,031.57","8,180.21","5,811.82","8,432.40","8,544.53","8,694.90","8,937.58","9,847.98","8,808.42","8,242.34","8,566.79","8,167.72","8,371.03","8,667.76","9,270.85","8,661.16","6,499.65","8,757.43","149,494.14"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4958 - Av. Manoel Elias  1830 - N/S,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
MAN1AP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,149.50,109.99,144.99,66.33,101.16,110.33,109.16,135.99,109.66,161.32,107.49,103.99,119.00,122.82,108.83,149.66,187.99,108.33,"2,206.54"
01:00:00 - 01:59:59,97.00,99.66,110.50,50.83,51.00,60.31,52.00,65.82,105.32,122.66,68.16,9.00,56.66,52.00,50.33,83.16,125.33,63.83,"1,323.57"
02:00:00 - 02:59:59,81.99,65.00,70.50,25.00,38.00,31.16,31.33,39.50,76.50,85.83,43.50,0.00,38.33,44.00,44.00,64.16,80.66,35.33,894.79
03:00:00 - 03:59:59,45.50,50.33,67.66,24.00,20.33,26.33,19.50,28.33,46.33,52.83,24.00,0.00,28.50,35.00,35.33,57.00,77.66,27.50,666.13
04:00:00 - 04:59:59,35.50,36.66,49.00,27.00,23.00,33.50,23.33,27.83,65.66,58.50,35.50,0.00,34.66,40.50,39.00,56.49,60.00,33.50,679.63
05:00:00 - 05:59:59,74.50,94.66,61.33,120.16,122.66,109.00,117.33,113.49,112.16,68.50,113.32,0.00,110.32,111.99,120.16,93.49,72.83,121.32,"1,737.22"
06:00:00 - 06:59:59,190.16,228.16,168.15,333.47,311.95,329.82,318.49,339.47,260.82,201.66,319.96,0.00,330.95,331.98,303.15,255.32,185.32,343.47,"4,752.30"
07:00:00 - 07:59:59,236.65,315.14,152.49,458.28,437.11,439.32,423.79,439.12,358.48,186.99,460.56,0.00,461.40,435.96,455.94,360.61,157.65,471.12,"6,250.61"
08:00:00 - 08:59:59,239.98,273.31,158.32,421.98,422.76,438.82,414.97,468.32,366.15,215.82,433.94,205.99,463.90,458.96,457.46,380.96,154.66,409.62,"6,385.92"
09:00:00 - 09:59:59,265.32,310.82,184.66,404.32,389.65,391.97,462.49,419.16,397.15,354.33,441.32,428.30,446.78,452.81,493.14,377.15,225.83,419.14,"6,864.34"
10:00:00 - 10:59:59,319.98,395.48,245.64,398.98,377.48,398.12,462.48,462.48,494.14,574.82,395.65,406.49,411.13,423.64,439.14,413.48,282.99,435.81,"7,337.93"
11:00:00 - 11:59:59,369.49,413.15,308.98,443.95,413.63,416.61,435.15,467.47,497.48,679.80,421.47,426.49,471.76,397.48,455.82,471.15,356.98,406.64,"7,853.50"
12:00:00 - 12:59:59,375.81,410.97,321.14,413.79,389.81,412.47,426.15,445.47,499.47,512.49,404.95,401.31,451.62,456.79,449.15,487.15,360.49,425.99,"7,645.02"
13:00:00 - 13:59:59,263.14,401.48,264.28,398.64,406.80,442.14,463.64,449.81,461.30,370.99,451.95,392.47,488.97,448.15,508.48,467.12,289.14,435.62,"7,404.12"
14:00:00 - 14:59:59,287.64,419.29,298.65,440.79,467.80,529.78,470.80,547.47,503.77,336.47,468.94,481.31,473.78,534.31,522.78,467.14,297.16,478.76,"8,026.64"
15:00:00 - 15:59:59,381.79,452.45,343.64,496.76,524.30,515.12,508.64,580.95,569.80,453.30,525.27,510.63,550.12,537.30,544.76,544.13,361.32,538.45,"8,938.73"
16:00:00 - 16:59:59,413.29,482.63,403.79,511.96,548.46,535.13,516.45,508.27,559.78,546.12,544.93,497.29,523.47,565.80,563.61,534.46,421.48,524.31,"9,201.23"
17:00:00 - 17:59:59,415.97,497.65,450.66,559.14,563.76,534.13,547.15,583.64,555.81,611.30,550.93,551.11,555.95,566.14,595.78,555.82,478.16,637.29,"9,810.39"
18:00:00 - 18:59:59,482.14,501.82,523.48,587.48,578.96,597.13,595.96,586.63,600.14,675.80,565.43,626.41,612.95,603.14,615.78,576.31,543.30,575.65,"10,448.51"
19:00:00 - 19:59:59,437.32,414.81,406.99,488.98,454.30,511.64,507.14,589.32,474.32,552.32,496.80,469.77,530.14,515.98,582.96,479.64,430.66,480.98,"8,824.07"
20:00:00 - 20:59:59,299.82,338.16,329.16,349.15,346.14,351.82,399.82,487.82,451.16,420.48,376.15,348.43,326.12,351.98,409.45,419.48,367.98,335.66,"6,708.78"
21:00:00 - 21:59:59,246.49,259.31,223.32,251.32,254.13,239.16,291.49,355.33,343.15,299.82,231.99,252.80,245.97,244.16,319.98,302.31,268.66,244.32,"4,873.71"
22:00:00 - 22:59:59,195.16,219.66,202.16,171.16,207.66,209.49,198.15,264.15,267.48,252.99,196.66,199.96,218.82,187.49,246.65,246.46,199.49,184.83,"3,868.42"
23:00:00 - 23:59:59,171.83,200.33,124.83,125.32,149.99,153.49,156.32,159.48,230.83,162.16,148.49,141.64,154.49,153.83,190.65,227.16,146.16,131.33,"2,928.33"
Total,"6,075.97","6,990.92","5,614.32","7,568.79","7,600.84","7,816.79","7,951.73","8,565.32","8,406.86","7,957.30","7,827.36","6,453.39","8,105.79","8,072.21","8,552.33","8,069.81","6,131.90","7,868.80","135,630.43"
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Equipamento: EPTC-4958 - Av. Manoel Elias  defronte 1822 - S/N,,,,,,,,,,,,,,,,,,,
,Descrição,,,,,,,,,,,,,,,,,,
MAN1EP,Faixa 1 esquerda,,,,,,,,,,,,,,,,,,
MAN1FP,Faixa 2 direita,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Total
00:00:00 - 00:59:59,194.90,181.40,214.57,114.92,135.30,138.77,129.78,161.93,238.87,241.74,152.28,130.95,129.79,140.27,158.24,214.73,227.20,118.60,"3,024.24"
01:00:00 - 01:59:59,131.99,120.97,143.64,57.65,64.30,73.30,75.81,83.31,145.62,162.96,87.97,8.83,63.65,72.98,65.64,135.29,189.47,82.98,"1,766.36"
02:00:00 - 02:59:59,69.64,88.62,88.14,46.99,34.83,32.65,38.50,47.49,88.66,114.30,45.49,0.00,43.16,52.99,41.82,75.63,132.97,41.82,"1,083.70"
03:00:00 - 03:59:59,73.48,79.32,73.32,54.49,34.15,38.99,29.99,38.99,70.32,91.99,51.32,0.00,33.31,29.99,46.80,70.31,106.65,52.16,975.58
04:00:00 - 04:59:59,50.82,53.83,62.32,71.82,52.64,59.49,54.48,68.99,80.82,66.32,77.98,0.00,65.99,69.15,78.49,60.99,74.48,60.00,"1,108.61"
05:00:00 - 05:59:59,98.64,92.12,76.99,187.59,166.11,164.76,163.93,155.10,125.78,84.47,190.76,0.00,185.29,189.94,162.61,110.80,94.99,188.11,"2,437.99"
06:00:00 - 06:59:59,187.09,233.73,135.60,443.68,444.81,461.53,448.86,440.15,283.58,149.27,461.64,0.00,414.07,424.35,442.04,266.72,181.12,471.84,"5,890.08"
07:00:00 - 07:59:59,355.58,392.07,246.26,793.40,776.11,787.09,809.59,797.78,465.37,294.61,817.45,0.00,793.85,782.60,760.27,449.06,272.24,831.57,"10,424.90"
08:00:00 - 08:59:59,380.59,460.26,203.12,655.66,689.49,707.53,785.96,757.51,586.38,332.12,768.37,318.80,666.03,776.29,727.50,587.37,258.11,775.49,"10,436.58"
09:00:00 - 09:59:59,397.77,529.56,276.81,581.08,677.09,669.37,657.22,657.53,663.08,555.60,688.88,643.43,641.55,688.91,717.56,604.87,335.45,646.20,"10,631.96"
10:00:00 - 10:59:59,512.59,636.56,367.42,678.70,716.04,669.85,691.88,699.04,744.87,857.71,730.66,637.88,675.40,739.02,744.51,706.21,447.56,704.06,"11,959.96"
11:00:00 - 11:59:59,509.71,649.37,456.74,712.70,703.04,726.83,717.84,803.86,801.70,961.35,687.66,700.74,720.54,732.23,764.82,745.49,556.21,699.86,"12,650.69"
12:00:00 - 12:59:59,539.87,687.53,432.90,652.64,731.18,693.81,722.83,770.92,748.82,829.36,652.83,612.23,661.34,724.82,815.16,786.67,503.93,676.48,"12,243.32"
13:00:00 - 13:59:59,536.39,600.37,423.73,672.48,719.96,778.15,726.99,840.32,793.00,571.55,747.67,725.03,731.36,750.98,727.81,732.53,480.22,731.99,"12,290.53"
14:00:00 - 14:59:59,603.01,699.18,452.21,849.14,766.49,801.79,802.83,873.31,844.47,497.03,800.65,739.18,799.82,812.27,848.97,831.74,461.39,837.11,"13,320.59"
15:00:00 - 15:59:59,615.49,766.13,496.55,815.65,710.48,831.39,876.93,855.54,919.39,703.86,802.75,820.70,888.32,849.79,901.61,905.27,561.21,848.08,"14,169.14"
16:00:00 - 16:59:59,630.36,787.81,636.37,865.12,893.59,953.95,912.72,893.41,978.28,849.48,932.90,925.65,935.12,"1,017.55",993.57,865.99,662.54,960.08,"15,694.49"
17:00:00 - 17:59:59,671.53,778.02,625.54,904.36,886.70,897.88,"1,017.60",870.36,959.95,955.35,936.24,921.69,986.09,983.02,949.74,824.01,717.73,924.24,"15,810.05"
